test_language,word_id,word,valid,weight
por_pt,001664,extenuar,1,1
por_pt,001689,recrear,1,1
por_pt,001718,iterar,1,1
por_pt,001673,bestificar,1,1
por_pt,001669,importar,1,1
por_pt,001704,exigir,1,1
por_pt,001734,enfumaçar,1,1
por_pt,001672,jogar,1,1
por_pt,001750,desencaixar,1,1
por_pt,001621,razonar ,0,1
por_pt,001603,caducar,1,1
por_pt,001610,aguarar ,0,1
por_pt,001681,namorear,0,1
por_pt,001677,estar,1,1
por_pt,001693,oscilar,1,1
por_pt,001699,cabelar,0,1
por_pt,001618,costurar,1,1
por_pt,001716,vomitoar,0,1
por_pt,001644,rasurar,1,1
por_pt,001640,cuspear,0,1
por_pt,001678,tabelar,1,1
por_pt,001707,topar,1,1
por_pt,001684,bananar,0,1
por_pt,001624,negar,1,1
por_pt,001629,cantar,1,1
por_pt,001639,pular,1,1
por_pt,001682,arrumar,1,1
por_pt,001721,neutralizar,1,1
por_pt,001726,suportar,1,1
por_pt,001700,desvairar,1,1
por_pt,001686,triunfar,1,1
por_pt,001675,esconderijar,0,1
por_pt,001715,legitimar,1,1
por_pt,001642,bruxar,0,1
por_pt,001720,inscrever,1,1
por_pt,001654,caçar,1,1
por_pt,001714,sinar,0,1
por_pt,001698,folhear,1,1
por_pt,001703,apoiar,1,1
por_pt,001645,caixoar,0,1
por_pt,001697,corantear,0,1
por_pt,001612,ventoar ,0,1
por_pt,001696,intermedear,0,1
por_pt,001620,jorrar,1,1
por_pt,001635,delinquir,1,1
swe_se,000152,att nöka,0,2
swe_se,000155,att patonera,0,1
swe_se,000156,att draspa,0,1
swe_se,000158,att talera,0,0
swe_se,000159,att bröcka,0,2
swe_se,000162,att jarpa,0,1
swe_se,000163,att truska,0,1
swe_se,000166,att krasta,0,0
swe_se,000168,att fluska,0,1
swe_se,000169,att gnerva,0,0
swe_se,000171,att nyska,0,1
swe_se,000172,att rinta,0,1
swe_se,000174,att fjorpa,0,2
swe_se,000176,att tärkna,0,2
swe_se,000178,att stifanera,0,0
swe_se,000183,att märna,0,2
swe_se,000185,att sympra,0,1
swe_se,000190,att hystra,0,1
swe_se,000192,att spärga,0,1
swe_se,000193,att lurvera,0,2
swe_se,000194,att snöta,0,1
swe_se,000195,att hiska,0,1
swe_se,000196,att lypsa,0,1
swe_se,000197,att trimsa,0,1
swe_se,000199,att hynta,0,2
swe_se,000201,att ljuga,1,5
swe_se,000202,att behärska,1,6
swe_se,000203,att raska,1,2
swe_se,000206,att uppskatta,1,5
swe_se,000207,att samarbeta,1,5
swe_se,000209,att tillbringa,1,4
swe_se,000211,att ekipera,1,2
swe_se,000213,att definiera,1,4
swe_se,000215,att rösta,1,6
swe_se,000217,att färga,1,3
swe_se,000218,att hänga,1,4
swe_se,000219,att jämföra,1,7
swe_se,000221,att meditera,1,3
swe_se,000223,att närvara,1,3
swe_se,000227,att berika,1,2
swe_se,000229,att ärva,1,6
swe_se,000236,att hoppa,1,6
swe_se,000238,att montera,1,5
swe_se,000239,att idrotta,1,3
swe_se,000241,att gilla,1,4
swe_se,000242,att lukta,1,5
swe_se,000244,att förstå,1,4
swe_se,000245,att hinna,1,4
swe_se,000246,att sätta,1,4
swe_se,000247,att stelna,1,2
swe_se,000248,att regna,1,6
swe_se,000250,att injicera,1,3
swe_se,000255,att vänja,1,4
swe_se,000257,att gräla,1,4
swe_se,000258,att söndra,1,2
swe_se,000260,att repa,1,2
swe_se,000262,att ofreda,1,2
swe_se,000263,att perforera,1,2
swe_se,000265,att tigga,1,3
swe_se,000268,att spetsa,1,4
swe_se,000269,att sammanträffa,1,3
swe_se,000270,att dansa,1,4
swe_se,000271,att överdriva,1,6
swe_se,000274,att konsultera,1,6
swe_se,000275,att bedöva,1,5
swe_se,000276,att oroa,1,6
swe_se,000284,att lasta,1,4
swe_se,000285,att förbjuda,1,5
swe_se,000286,att inrätta,1,4
swe_se,000287,att kränka,1,3
swe_se,000289,att dölja,1,0
swe_se,000291,att remittera,1,4
swe_se,000293,att undersöka,1,5
swe_se,000296,att ambulera,1,1
swe_se,000300,att vakna,1,6
nor_no,001221,å hindre,1,1
nor_no,001266,å flimse,0,1
nor_no,001296,å knytte,1,1
nor_no,001258,å somle,1,1
nor_no,001252,å forringe,1,1
nor_no,001253,å feile,1,1
nor_no,001270,å strymse,0,1
nor_no,001289,å lostre,0,1
nor_no,001236,å destillere,1,1
nor_no,001275,å hakre,0,1
nor_no,001264,å samordne,1,1
nor_no,001265,å bulke,1,1
nor_no,001231,å rømme,1,1
nor_no,001297,å skjogge,0,1
nor_no,001229,å formilde,1,1
nor_no,001209,å gondere,0,1
nor_no,001256,å bo,1,1
nor_no,001259,å tyte,1,1
nor_no,001234,å gjæmse,0,1
nor_no,001282,å fletre,0,1
nor_no,001203,å vokse,1,1
nor_no,001292,å slutte,1,1
nor_no,001269,å flånde,0,1
nor_no,001273,å fortrenge,1,1
nor_no,001233,å spindre,0,1
nor_no,001298,å skumme,1,1
nor_no,001240,å flamme,1,1
nor_no,001277,å minske,1,1
nor_no,001249,å bevege,1,1
nor_no,001254,å støkre,0,1
nor_no,001274,å likne,1,1
nor_no,001278,å fantere,0,1
nor_no,001288,å repetere,1,1
nor_no,001239,å bevæske,0,1
nor_no,001215,å prate,1,1
nor_no,001204,å forløse,1,1
nor_no,001220,å utgi,1,1
nor_no,001287,å distribuere,1,1
nor_no,001241,å skane,0,1
nor_no,001243,å buldre,1,1
nor_no,001267,å pendle,1,1
nor_no,001211,å rive,1,1
nor_no,001294,å lade,1,1
nor_no,001284,å smiltre,0,1
nor_no,001232,å skåkke,0,1
nor_no,001210,å dominere,1,1
nor_no,001218,å brøsse,0,1
nor_no,001201,å snilse,0,1
nor_no,001255,å pile,1,1
nor_no,001276,å smyrre,0,1
nor_no,001226,å spulte,0,1
nor_no,001263,å offentliggjøre,1,1
nor_no,001207,å kamuflere,1,1
nor_no,001246,å oppsøke,1,1
nor_no,001242,å tåle,1,1
nor_no,001261,å anslå,1,1
nor_no,001228,å forenkle,1,1
nor_no,001237,å stille,1,1
nor_no,001227,å dumpe,1,1
nor_no,001245,å nåkke,0,1
nor_no,001224,å skjelke,0,1
nor_no,001299,å frane,0,1
nor_no,001225,å moralisere,1,1
nor_no,001279,å dekke,1,1
nor_no,001248,å kyne,0,1
nor_no,001214,å lokke,1,1
nor_no,001290,å subbe,1,1
nor_no,001223,å sikle,1,1
nor_no,001205,å lekke,1,1
nor_no,001283,å fjemme,0,1
nor_no,001235,å prikke,1,1
nor_no,001257,å referere,1,1
nor_no,001250,å anbefale,1,1
nor_no,001222,å melde,1,1
nor_no,001216,å ramle,1,1
nld_nl,001052,losmaken,1,2
nld_nl,001055,ondersteunen,1,1
nld_nl,001056,duwen,1,4
nld_nl,001057,betreffen,1,3
nld_nl,001063,inschrijven,1,4
nld_nl,001065,toevoegen,1,3
nld_nl,001066,moeien,1,0
nld_nl,001067,groeibaren,0,4
nld_nl,001069,opkomen,1,1
nld_nl,001071,ondertekenen,1,4
nld_nl,001072,trechtingen,0,5
nld_nl,001073,camoufleren,1,2
nld_nl,001076,vandagen,0,7
nld_nl,001077,ademen,1,3
nld_nl,001078,stremen,0,4
nld_nl,001079,valteren,0,4
nld_nl,001082,degraderen,1,1
nld_nl,001083,beladen,1,0
nld_nl,001087,kenschetsen,1,0
nld_nl,001090,examineren,1,3
nld_nl,001091,hypnotiseren,1,3
nld_nl,001092,nestelen,1,0
nld_nl,001093,dribbelen,1,2
nld_nl,001094,krimpen,1,1
nld_nl,001096,blanden,0,4
nld_nl,001102,vanoveren,0,5
nld_nl,001103,nakijken,1,3
nld_nl,001104,geuren,1,1
nld_nl,001105,nacijferen,1,0
nld_nl,001106,bijeennemen,1,0
nld_nl,001109,putten,1,0
nld_nl,001110,openslaan,1,1
nld_nl,001115,naarmen,0,5
nld_nl,001116,bezetten,1,2
nld_nl,001117,prikken,1,2
nld_nl,001118,banen,1,0
nld_nl,001120,bouden,0,5
nld_nl,001124,toelaten,1,3
nld_nl,001127,gruizelen,1,0
nld_nl,001132,sloeten,0,4
nld_nl,001134,ploegen,1,0
nld_nl,001135,afbreden,0,3
nld_nl,001136,najagen,1,1
nld_nl,001137,amheden,0,6
nld_nl,001139,belegenen,0,3
nld_nl,001140,veroorloven,1,0
nld_nl,001141,aanhitsen,1,0
nld_nl,001142,brengen,1,4
nld_nl,001144,inzoeken,0,2
nld_nl,001147,vuivelen,0,3
nld_nl,001148,bevallen,1,3
nld_nl,001150,beamen,1,1
nld_nl,001151,hamsteren,1,0
nld_nl,001152,dolaren,0,3
nld_nl,001153,verpaarden,0,5
nld_nl,001154,detineren,1,0
nld_nl,001156,botsen,1,2
nld_nl,001157,ontkippen,0,3
nld_nl,001160,cementen,1,0
nld_nl,001161,lichtvollen,0,3
nld_nl,001165,panden,1,0
nld_nl,001168,broekgaan,0,5
nld_nl,001169,instemmen,1,2
nld_nl,001170,brabbelen,1,0
nld_nl,001171,geeuwen,1,0
nld_nl,001172,dretten,0,4
nld_nl,001174,verhekken,0,2
nld_nl,001179,vandaagen,0,5
nld_nl,001180,stabiliseren,1,3
nld_nl,001181,strikken,1,0
nld_nl,001184,geteren,0,4
nld_nl,001187,royeren,1,0
nld_nl,001189,glooien,1,0
nld_nl,001195,ovelen,0,4
nld_nl,001200,halen,1,5
